day;month;year;week;cases;deaths;countriesAndTerritories;geoId;popData2019;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
15;6;2020;Week 25;22;3;Belgium;BE;11455519;13,48694895
14;6;2020;Week 25;49;5;Belgium;BE;11455519;13,59170196
13;6;2020;Week 24;89;10;Belgium;BE;11455519;14,25513763
12;6;2020;Week 24;95;7;Belgium;BE;11455519;14,91857331
11;6;2020;Week 24;119;12;Belgium;BE;11455519;15,46852657
10;6;2020;Week 24;145;12;Belgium;BE;11455519;15,96610333
9;6;2020;Week 24;152;9;Belgium;BE;11455519;17,38026885
8;6;2020;Week 24;53;12;Belgium;BE;11455519;17,57231602
7;6;2020;Week 24;69;11;Belgium;BE;11455519;18,04370452
6;6;2020;Week 23;154;12;Belgium;BE;11455519;18,8642697
5;6;2020;Week 23;172;14;Belgium;BE;11455519;17,97386919
4;6;2020;Week 23;159;20;Belgium;BE;11455519;19,94671739
3;6;2020;Week 23;181;23;Belgium;BE;11455519;20,91568265
2;6;2020;Week 23;59;21;Belgium;BE;11455519;23,16787218
1;6;2020;Week 23;49;22;Belgium;BE;11455519;23,44721352
31;5;2020;Week 23;61;23;Belgium;BE;11455519;24,19794337
30;5;2020;Week 22;165;16;Belgium;BE;11455519;25,77796781
29;5;2020;Week 22;171;26;Belgium;BE;11455519;26,94770966
28;5;2020;Week 22;182;24;Belgium;BE;11455519;28,16109859
27;5;2020;Week 22;202;24;Belgium;BE;11455519;29,84587604
26;5;2020;Week 22;314;26;Belgium;BE;11455519;31,26004156
25;5;2020;Week 22;75;33;Belgium;BE;11455519;31,63540648
24;5;2020;Week 22;123;25;Belgium;BE;11455519;32,65674825
23;5;2020;Week 21;248;41;Belgium;BE;11455519;34,70816119
22;5;2020;Week 21;70;34;Belgium;BE;11455519;37,95550424
21;5;2020;Week 21;385;30;Belgium;BE;11455519;39,41331685
20;5;2020;Week 21;292;33;Belgium;BE;11455519;41,63058871
19;5;2020;Week 21;317;37;Belgium;BE;11455519;44,71207284
18;5;2020;Week 21;81;31;Belgium;BE;11455519;45,22710844
17;5;2020;Week 21;147;30;Belgium;BE;11455519;46,44049737
16;5;2020;Week 20;346;45;Belgium;BE;11455519;45,48899094
15;5;2020;Week 20;305;43;Belgium;BE;11455519;47,94195706
14;5;2020;Week 20;321;56;Belgium;BE;11455519;49,69656984
13;5;2020;Week 20;395;45;Belgium;BE;11455519;51,21548836
12;5;2020;Week 20;476;65;Belgium;BE;11455519;53,65099565
11;5;2020;Week 20;118;72;Belgium;BE;11455519;54,41045491
10;5;2020;Week 20;240;71;Belgium;BE;11455519;55,70240859
9;5;2020;Week 19;483;74;Belgium;BE;11455519;58,5656573
8;5;2020;Week 19;442;71;Belgium;BE;11455519;63,22716588
7;5;2020;Week 19;552;76;Belgium;BE;11455519;65,19128466
6;5;2020;Week 19;546;81;Belgium;BE;11455519;71,51138242
5;5;2020;Week 19;670;95;Belgium;BE;11455519;76,801409
4;5;2020;Week 19;140;94;Belgium;BE;11455519;79,44642229
3;5;2020;Week 19;286;75;Belgium;BE;11455519;83,25244801
2;5;2020;Week 18;237;93;Belgium;BE;11455519;93,35238325
1;5;2020;Week 18;586;87;Belgium;BE;11455519;102,8499887
30;4;2020;Week 18;522;107;Belgium;BE;11455519;112,5483708
29;4;2020;Week 18;569;110;Belgium;BE;11455519;121,1992228
28;4;2020;Week 18;755;135;Belgium;BE;11455519;119,29621
27;4;2020;Week 18;205;154;Belgium;BE;11455519;122,0808939
26;4;2020;Week 18;388;142;Belgium;BE;11455519;127,6764501
25;4;2020;Week 17;811;155;Belgium;BE;11455519;140,9888107
24;4;2020;Week 17;976;156;Belgium;BE;11455519;152,0140641
23;4;2020;Week 17;777;181;Belgium;BE;11455519;159,1809153
22;4;2020;Week 17;1270;203;Belgium;BE;11455519;161,3196225
21;4;2020;Week 17;1276;206;Belgium;BE;11455519;167,0635787
20;4;2020;Week 17;443;190;Belgium;BE;11455519;169,0015092
19;4;2020;Week 17;722;208;Belgium;BE;11455519;170,7473926
18;4;2020;Week 16;1394;205;Belgium;BE;11455519;173,3662176
17;4;2020;Week 16;1674;246;Belgium;BE;11455519;171,6552519
16;4;2020;Week 16;1633;280;Belgium;BE;11455519;170,6339102
15;4;2020;Week 16;1560;261;Belgium;BE;11455519;171,6901696
14;4;2020;Week 16;537;277;Belgium;BE;11455519;182,1741992
13;4;2020;Week 16;524;265;Belgium;BE;11455519;183,5621765
12;4;2020;Week 16;1029;285;Belgium;BE;11455519;181,9472343
11;4;2020;Week 15;2336;302;Belgium;BE;11455519;174,8065714
10;4;2020;Week 15;2239;271;Belgium;BE;11455519;167,1596023
9;4;2020;Week 15;1598;321;Belgium;BE;11455519;163,676565
8;4;2020;Week 15;1515;277;Belgium;BE;11455519;160,8831516
7;4;2020;Week 15;1934;257;Belgium;BE;11455519;155,593125
6;4;2020;Week 15;665;246;Belgium;BE;11455519;154,0305594
5;4;2020;Week 15;922;270;Belgium;BE;11455519;150,0761336
4;4;2020;Week 14;1694;236;Belgium;BE;11455519;141,0673755
3;4;2020;Week 14;1478;219;Belgium;BE;11455519;134,3893716
2;4;2020;Week 14;1516;232;Belgium;BE;11455519;125,8170843
1;4;2020;Week 14;1681;208;Belgium;BE;11455519;114,8267486
31;3;2020;Week 14;1738;170;Belgium;BE;11455519;103,0333065
30;3;2020;Week 14;683;149;Belgium;BE;11455519;98,93921
29;3;2020;Week 14;844;141;Belgium;BE;11455519;93,13414783
28;3;2020;Week 13;1518;128;Belgium;BE;11455519;82,83343601
27;3;2020;Week 13;1363;102;Belgium;BE;11455519;73,11759511
26;3;2020;Week 13;1199;107;Belgium;BE;11455519;64,16994289
25;3;2020;Week 13;1195;76;Belgium;BE;11455519;54,60250208
24;3;2020;Week 13;1328;78;Belgium;BE;11455519;43,83040175
23;3;2020;Week 13;486;47;Belgium;BE;11455519;40,14658786
22;3;2020;Week 13;469;40;Belgium;BE;11455519;36,28818563
21;3;2020;Week 12;662;35;Belgium;BE;11455519;31,46954756
20;3;2020;Week 12;713;33;Belgium;BE;11455519;25,95255614
19;3;2020;Week 12;534;22;Belgium;BE;11455519;21,75370666
18;3;2020;Week 12;422;10;Belgium;BE;11455519;18,36669295
17;3;2020;Week 12;387;11;Belgium;BE;11455519;15,15426756
16;3;2020;Week 12;214;6;Belgium;BE;11455519;13,28617237
15;3;2020;Week 12;179;5;Belgium;BE;11455519;11,88073626
14;3;2020;Week 11;338;3;Belgium;BE;11455519;8,93019339
13;3;2020;Week 11;250;1;Belgium;BE;11455519;6,74783919
12;3;2020;Week 11;174;3;Belgium;BE;11455519;5,22892066
11;3;2020;Week 11;99;0;Belgium;BE;11455519;4,3647084
10;3;2020;Week 11;94;1;Belgium;BE;11455519;3,54414322
9;3;2020;Week 11;64;0;Belgium;BE;11455519;2,98546055
8;3;2020;Week 11;27;0;Belgium;BE;11455519;2,74976629
7;3;2020;Week 10;110;0;Belgium;BE;11455519;1,78953044
6;3;2020;Week 10;81;0;Belgium;BE;11455519;1,08244768
5;3;2020;Week 10;53;0;Belgium;BE;11455519;0,61978859
4;3;2020;Week 10;34;0;Belgium;BE;11455519;0,32298842
3;3;2020;Week 10;19;0;Belgium;BE;11455519;0,1571295
2;3;2020;Week 10;0;0;Belgium;BE;11455519;0,1571295
1;3;2020;Week 10;18;0;Belgium;BE;11455519;0
29;2;2020;Week 9;0;0;Belgium;BE;11455519;0
28;2;2020;Week 9;0;0;Belgium;BE;11455519;0
27;2;2020;Week 9;0;0;Belgium;BE;11455519;0
26;2;2020;Week 9;0;0;Belgium;BE;11455519;0
25;2;2020;Week 9;0;0;Belgium;BE;11455519;0
24;2;2020;Week 9;0;0;Belgium;BE;11455519;0
23;2;2020;Week 9;0;0;Belgium;BE;11455519;0
22;2;2020;Week 8;0;0;Belgium;BE;11455519;0
21;2;2020;Week 8;0;0;Belgium;BE;11455519;0
20;2;2020;Week 8;0;0;Belgium;BE;11455519;0
19;2;2020;Week 8;0;0;Belgium;BE;11455519;0
18;2;2020;Week 8;0;0;Belgium;BE;11455519;0,00872942
17;2;2020;Week 8;0;0;Belgium;BE;11455519;0,00872942
16;2;2020;Week 8;0;0;Belgium;BE;11455519;0,00872942
15;2;2020;Week 7;0;0;Belgium;BE;11455519;0,00872942
14;2;2020;Week 7;0;0;Belgium;BE;11455519;0,00872942
13;2;2020;Week 7;0;0;Belgium;BE;11455519;0,00872942
12;2;2020;Week 7;0;0;Belgium;BE;11455519;0,00872942
11;2;2020;Week 7;0;0;Belgium;BE;11455519;0,00872942
10;2;2020;Week 7;0;0;Belgium;BE;11455519;0,00872942
9;2;2020;Week 7;0;0;Belgium;BE;11455519;0,00872942
8;2;2020;Week 6;0;0;Belgium;BE;11455519;0,00872942
7;2;2020;Week 6;0;0;Belgium;BE;11455519;0,00872942
6;2;2020;Week 6;0;0;Belgium;BE;11455519;0,00872942
5;2;2020;Week 6;0;0;Belgium;BE;11455519;0,00872942
4;2;2020;Week 6;1;0;Belgium;BE;11455519;0
3;2;2020;Week 6;0;0;Belgium;BE;11455519;0
2;2;2020;Week 6;0;0;Belgium;BE;11455519;0
1;2;2020;Week 5;0;0;Belgium;BE;11455519;0
31;1;2020;Week 5;0;0;Belgium;BE;11455519;0
30;1;2020;Week 5;0;0;Belgium;BE;11455519;0
29;1;2020;Week 5;0;0;Belgium;BE;11455519;0
28;1;2020;Week 5;0;0;Belgium;BE;11455519;0
27;1;2020;Week 5;0;0;Belgium;BE;11455519;0
26;1;2020;Week 5;0;0;Belgium;BE;11455519;0
25;1;2020;Week 4;0;0;Belgium;BE;11455519;0
24;1;2020;Week 4;0;0;Belgium;BE;11455519;0
23;1;2020;Week 4;0;0;Belgium;BE;11455519;0
22;1;2020;Week 4;0;0;Belgium;BE;11455519;0
21;1;2020;Week 4;0;0;Belgium;BE;11455519;0
20;1;2020;Week 4;0;0;Belgium;BE;11455519;0
19;1;2020;Week 4;0;0;Belgium;BE;11455519;0
18;1;2020;Week 3;0;0;Belgium;BE;11455519;0
17;1;2020;Week 3;0;0;Belgium;BE;11455519;0
16;1;2020;Week 3;0;0;Belgium;BE;11455519;0
15;1;2020;Week 3;0;0;Belgium;BE;11455519;0
14;1;2020;Week 3;0;0;Belgium;BE;11455519;0
13;1;2020;Week 3;0;0;Belgium;BE;11455519;0,46265909
12;1;2020;Week 3;0;0;Belgium;BE;11455519;0
11;1;2020;Week 2;0;0;Belgium;BE;11455519;0
10;1;2020;Week 2;0;0;Belgium;BE;11455519;0
9;1;2020;Week 2;0;0;Belgium;BE;11455519;0
8;1;2020;Week 2;0;0;Belgium;BE;11455519;0
7;1;2020;Week 2;0;0;Belgium;BE;11455519;0
6;1;2020;Week 2;0;0;Belgium;BE;11455519;0
5;1;2020;Week 2;0;0;Belgium;BE;11455519;0
4;1;2020;Week 1;0;0;Belgium;BE;11455519;0
3;1;2020;Week 1;0;0;Belgium;BE;11455519;0
2;1;2020;Week 1;0;0;Belgium;BE;11455519;0
1;1;2020;Week 1;0;0;Belgium;BE;11455519;0
31;12;2019;Week 53;0;0;Belgium;BE;11455519;0
21;10;2020;Week 43;1336;11;Bulgaria;BG;7000039;136,5278108
20;10;2020;Week 43;1024;22;Bulgaria;BG;7000039;123,6707396
19;10;2020;Week 43;395;18;Bulgaria;BG;7000039;113,0850842
18;10;2020;Week 43;603;10;Bulgaria;BG;7000039;108,4279673
17;10;2020;Week 42;998;14;Bulgaria;BG;7000039;102,4137151
16;10;2020;Week 42;914;15;Bulgaria;BG;7000039;91,58520403
15;10;2020;Week 42;819;6;Bulgaria;BG;7000039;82,28525584
14;10;2020;Week 42;785;8;Bulgaria;BG;7000039;74,67101255
13;10;2020;Week 42;587;23;Bulgaria;BG;7000039;67,39962449
12;10;2020;Week 42;531;5;Bulgaria;BG;7000039;62,09965402
11;10;2020;Week 42;0;0;Bulgaria;BG;7000039;55,34254881
10;10;2020;Week 41;612;7;Bulgaria;BG;7000039;57,75682107
9;10;2020;Week 41;516;7;Bulgaria;BG;7000039;52,65684948
8;10;2020;Week 41;437;11;Bulgaria;BG;7000039;49,42829604
7;10;2020;Week 41;436;8;Bulgaria;BG;7000039;45,47117523
6;10;2020;Week 41;283;10;Bulgaria;BG;7000039;40,79977269
5;10;2020;Week 41;69;3;Bulgaria;BG;7000039;38,91406891
4;10;2020;Week 41;182;3;Bulgaria;BG;7000039;38,55692804
3;10;2020;Week 40;240;6;Bulgaria;BG;7000039;37,18550711
2;10;2020;Week 40;263;7;Bulgaria;BG;7000039;36,45693974
1;10;2020;Week 40;286;11;Bulgaria;BG;7000039;34,89980556
30;9;2020;Week 40;276;7;Bulgaria;BG;7000039;33,29981447
29;9;2020;Week 40;216;11;Bulgaria;BG;7000039;31,57125267
28;9;2020;Week 40;58;7;Bulgaria;BG;7000039;30,52840134
27;9;2020;Week 40;169;0;Bulgaria;BG;7000039;30,08554667
26;9;2020;Week 39;255;4;Bulgaria;BG;7000039;28,98555279
25;9;2020;Week 39;290;6;Bulgaria;BG;7000039;28,21412852
24;9;2020;Week 39;160;12;Bulgaria;BG;7000039;26,39985292
23;9;2020;Week 39;109;2;Bulgaria;BG;7000039;25,8569988
22;9;2020;Week 39;151;4;Bulgaria;BG;7000039;26,68556561
21;9;2020;Week 39;44;6;Bulgaria;BG;7000039;25,8998557
20;9;2020;Week 39;86;2;Bulgaria;BG;7000039;26,6427087
19;9;2020;Week 38;189;9;Bulgaria;BG;7000039;27,97127273
18;9;2020;Week 38;154;0;Bulgaria;BG;7000039;27,52841806
17;9;2020;Week 38;174;8;Bulgaria;BG;7000039;27,65698877
16;9;2020;Week 38;155;6;Bulgaria;BG;7000039;27,85698765
15;9;2020;Week 38;143;10;Bulgaria;BG;7000039;25,64271428
14;9;2020;Week 38;27;3;Bulgaria;BG;7000039;24,68557675
13;9;2020;Week 38;92;4;Bulgaria;BG;7000039;24,67129112
12;9;2020;Week 37;201;7;Bulgaria;BG;7000039;24,77129056
11;9;2020;Week 37;163;4;Bulgaria;BG;7000039;24,14272263
10;9;2020;Week 37;122;10;Bulgaria;BG;7000039;24,05700883
9;9;2020;Week 37;167;15;Bulgaria;BG;7000039;24,62843421
8;9;2020;Week 37;96;6;Bulgaria;BG;7000039;25,14271706
7;9;2020;Week 37;96;6;Bulgaria;BG;7000039;25,18557397
6;9;2020;Week 37;179;7;Bulgaria;BG;7000039;24,67129112
5;9;2020;Week 36;158;10;Bulgaria;BG;7000039;23,48558344
4;9;2020;Week 36;163;6;Bulgaria;BG;7000039;23,64272542
3;9;2020;Week 36;188;13;Bulgaria;BG;7000039;23,34272709
2;9;2020;Week 36;0;0;Bulgaria;BG;7000039;22,81415861
1;9;2020;Week 36;76;16;Bulgaria;BG;7000039;25,22843087
31;8;2020;Week 36;26;8;Bulgaria;BG;7000039;26,07128332
30;8;2020;Week 36;99;2;Bulgaria;BG;7000039;26,15699713
29;8;2020;Week 35;157;9;Bulgaria;BG;7000039;26,02842641
28;8;2020;Week 35;157;8;Bulgaria;BG;7000039;26,2712822
27;8;2020;Week 35;162;14;Bulgaria;BG;7000039;26,54270926
26;8;2020;Week 35;203;9;Bulgaria;BG;7000039;26,67127997
25;8;2020;Week 35;99;18;Bulgaria;BG;7000039;26,77127942
24;8;2020;Week 35;60;0;Bulgaria;BG;7000039;27,01413521
23;8;2020;Week 35;96;6;Bulgaria;BG;7000039;26,91413576
22;8;2020;Week 34;169;7;Bulgaria;BG;7000039;30,24268865
21;8;2020;Week 34;142;5;Bulgaria;BG;7000039;32,07124989
20;8;2020;Week 34;151;8;Bulgaria;BG;7000039;34,37123707
19;8;2020;Week 34;169;7;Bulgaria;BG;7000039;35,85694308
18;8;2020;Week 34;135;14;Bulgaria;BG;7000039;36,3569403
17;8;2020;Week 34;32;3;Bulgaria;BG;7000039;34,42837961
16;8;2020;Week 34;90;3;Bulgaria;BG;7000039;35,67122983
15;8;2020;Week 33;174;8;Bulgaria;BG;7000039;36,47122537
14;8;2020;Week 33;176;2;Bulgaria;BG;7000039;37,84264631
13;8;2020;Week 33;171;11;Bulgaria;BG;7000039;39,11406779
12;8;2020;Week 33;210;12;Bulgaria;BG;7000039;40,72834451
11;8;2020;Week 33;116;12;Bulgaria;BG;7000039;41,2997699
10;8;2020;Week 33;53;2;Bulgaria;BG;7000039;42,41404941
9;8;2020;Week 33;329;10;Bulgaria;BG;7000039;43,29975876
8;8;2020;Week 32;297;11;Bulgaria;BG;7000039;41,2997699
7;8;2020;Week 32;303;9;Bulgaria;BG;7000039;40,91405776
6;8;2020;Week 32;255;11;Bulgaria;BG;7000039;40,42834618
5;8;2020;Week 32;204;16;Bulgaria;BG;7000039;41,49976879
4;8;2020;Week 32;0;0;Bulgaria;BG;7000039;43,22833059
3;8;2020;Week 32;119;3;Bulgaria;BG;7000039;46,02831499
2;8;2020;Week 32;146;2;Bulgaria;BG;7000039;45,68545975
1;8;2020;Week 31;270;9;Bulgaria;BG;7000039;46,39974149
31;7;2020;Week 31;265;6;Bulgaria;BG;7000039;46,79973926
30;7;2020;Week 31;284;13;Bulgaria;BG;7000039;46,82831053
29;7;2020;Week 31;250;8;Bulgaria;BG;7000039;46,08545752
28;7;2020;Week 31;194;7;Bulgaria;BG;7000039;45,85688737
27;7;2020;Week 31;115;2;Bulgaria;BG;7000039;45,35689015
26;7;2020;Week 31;189;1;Bulgaria;BG;7000039;44,81403604
25;7;2020;Week 30;270;8;Bulgaria;BG;7000039;45,12832
24;7;2020;Week 30;269;8;Bulgaria;BG;7000039;45,44260396
23;7;2020;Week 30;330;8;Bulgaria;BG;7000039;46,31402768
22;7;2020;Week 30;325;5;Bulgaria;BG;7000039;45,02832056
21;7;2020;Week 30;196;8;Bulgaria;BG;7000039;43,0711886
20;7;2020;Week 30;95;1;Bulgaria;BG;7000039;42,75690464
19;7;2020;Week 30;196;2;Bulgaria;BG;7000039;42,29976433
18;7;2020;Week 29;298;4;Bulgaria;BG;7000039;42,07119417
17;7;2020;Week 29;267;4;Bulgaria;BG;7000039;40,41406055
16;7;2020;Week 29;232;6;Bulgaria;BG;7000039;38,89978327
15;7;2020;Week 29;234;7;Bulgaria;BG;7000039;37,94264575
14;7;2020;Week 29;159;8;Bulgaria;BG;7000039;36,85693751
13;7;2020;Week 29;77;6;Bulgaria;BG;7000039;36,58551045
12;7;2020;Week 29;211;0;Bulgaria;BG;7000039;36,42836847
11;7;2020;Week 28;292;0;Bulgaria;BG;7000039;35,01409064
10;7;2020;Week 28;330;3;Bulgaria;BG;7000039;32,34267695
9;7;2020;Week 28;240;5;Bulgaria;BG;7000039;29,99983286
8;7;2020;Week 28;188;4;Bulgaria;BG;7000039;28,39984177
7;7;2020;Week 28;174;4;Bulgaria;BG;7000039;27,57127496
6;7;2020;Week 28;63;5;Bulgaria;BG;7000039;26,21413966
5;7;2020;Week 28;180;2;Bulgaria;BG;7000039;25,78557062
4;7;2020;Week 27;182;7;Bulgaria;BG;7000039;24,88557564
3;7;2020;Week 27;161;0;Bulgaria;BG;7000039;23,44272653
2;7;2020;Week 27;165;2;Bulgaria;BG;7000039;23,02844313
1;7;2020;Week 27;158;7;Bulgaria;BG;7000039;21,94273489
30;6;2020;Week 27;140;4;Bulgaria;BG;7000039;21,28559569
29;6;2020;Week 27;66;3;Bulgaria;BG;7000039;20,01417421
28;6;2020;Week 27;112;1;Bulgaria;BG;7000039;19,41417755
27;6;2020;Week 26;105;4;Bulgaria;BG;7000039;18,88560907
26;6;2020;Week 26;166;2;Bulgaria;BG;7000039;18,88560907
25;6;2020;Week 26;128;1;Bulgaria;BG;7000039;17,84275773
24;6;2020;Week 26;130;1;Bulgaria;BG;7000039;17,4999025
23;6;2020;Week 26;79;8;Bulgaria;BG;7000039;16,77133513
22;6;2020;Week 26;33;0;Bulgaria;BG;7000039;16,82847767
21;6;2020;Week 26;117;6;Bulgaria;BG;7000039;16,58562188
20;6;2020;Week 25;81;3;Bulgaria;BG;7000039;15,52848491
19;6;2020;Week 25;132;6;Bulgaria;BG;7000039;15,55705618
18;6;2020;Week 25;89;3;Bulgaria;BG;7000039;13,6713524
17;6;2020;Week 25;112;5;Bulgaria;BG;7000039;13,07135575
16;6;2020;Week 25;51;2;Bulgaria;BG;7000039;11,82850553
15;6;2020;Week 25;24;2;Bulgaria;BG;7000039;11,09993816
14;6;2020;Week 25;75;0;Bulgaria;BG;7000039;10,75708292
13;6;2020;Week 24;105;4;Bulgaria;BG;7000039;9,88565921
12;6;2020;Week 24;93;1;Bulgaria;BG;7000039;8,58566645
11;6;2020;Week 24;104;0;Bulgaria;BG;7000039;7,61424329
10;6;2020;Week 24;79;3;Bulgaria;BG;7000039;6,12853728
9;6;2020;Week 24;83;4;Bulgaria;BG;7000039;5,38568428
8;6;2020;Week 24;16;0;Bulgaria;BG;7000039;4,1999766
7;6;2020;Week 24;43;0;Bulgaria;BG;7000039;4,32854731
6;6;2020;Week 23;83;13;Bulgaria;BG;7000039;3,71426502
5;6;2020;Week 23;0;0;Bulgaria;BG;7000039;3,04284019
4;6;2020;Week 23;47;3;Bulgaria;BG;7000039;3,62855121
3;6;2020;Week 23;25;0;Bulgaria;BG;7000039;3,51426613
2;6;2020;Week 23;0;4;Bulgaria;BG;7000039;3,62855121
1;6;2020;Week 23;0;0;Bulgaria;BG;7000039;3,97140645
31;5;2020;Week 23;14;1;Bulgaria;BG;7000039;4,31426168
30;5;2020;Week 22;14;3;Bulgaria;BG;7000039;5,15711412
29;5;2020;Week 22;25;3;Bulgaria;BG;7000039;5,49996936
28;5;2020;Week 22;0;0;Bulgaria;BG;7000039;5,58568317
27;5;2020;Week 22;27;3;Bulgaria;BG;7000039;6,24282236
26;5;2020;Week 22;0;0;Bulgaria;BG;7000039;6,32853617
25;5;2020;Week 22;25;4;Bulgaria;BG;7000039;6,68567704
24;5;2020;Week 22;0;0;Bulgaria;BG;7000039;6,47139252
23;5;2020;Week 21;36;1;Bulgaria;BG;7000039;7,09996044
22;5;2020;Week 21;41;5;Bulgaria;BG;7000039;7,75709964
21;5;2020;Week 21;39;4;Bulgaria;BG;7000039;7,89995599
20;5;2020;Week 21;33;4;Bulgaria;BG;7000039;8,61423772
19;5;2020;Week 21;24;2;Bulgaria;BG;7000039;8,67138026
18;5;2020;Week 21;24;2;Bulgaria;BG;7000039;8,81423661
17;5;2020;Week 21;73;6;Bulgaria;BG;7000039;8,81423661
16;5;2020;Week 20;38;3;Bulgaria;BG;7000039;7,85709908
15;5;2020;Week 20;31;3;Bulgaria;BG;7000039;8,48566701
14;5;2020;Week 20;46;1;Bulgaria;BG;7000039;8,88566478
13;5;2020;Week 20;33;2;Bulgaria;BG;7000039;8,91423605
12;5;2020;Week 20;25;2;Bulgaria;BG;7000039;8,95709295
11;5;2020;Week 20;10;1;Bulgaria;BG;7000039;9,49994707
10;5;2020;Week 20;44;2;Bulgaria;BG;7000039;10,11422936
9;5;2020;Week 19;82;4;Bulgaria;BG;7000039;10,32851388
8;5;2020;Week 19;51;0;Bulgaria;BG;7000039;10,4570846
7;5;2020;Week 19;89;6;Bulgaria;BG;7000039;10,77136856
6;5;2020;Week 19;37;0;Bulgaria;BG;7000039;10,19994317
5;5;2020;Week 19;34;5;Bulgaria;BG;7000039;10,32851388
4;5;2020;Week 19;24;1;Bulgaria;BG;7000039;10,04280119
3;5;2020;Week 19;6;3;Bulgaria;BG;7000039;10,22851444
2;5;2020;Week 18;82;3;Bulgaria;BG;7000039;10,59994094
1;5;2020;Week 18;59;2;Bulgaria;BG;7000039;10,08565809
30;4;2020;Week 18;48;6;Bulgaria;BG;7000039;9,99994429
29;4;2020;Week 18;36;0;Bulgaria;BG;7000039;9,7999454
28;4;2020;Week 18;63;2;Bulgaria;BG;7000039;9,68566032
27;4;2020;Week 18;53;1;Bulgaria;BG;7000039;8,92852168
26;4;2020;Week 18;59;1;Bulgaria;BG;7000039;8,37138193
25;4;2020;Week 17;91;2;Bulgaria;BG;7000039;7,89995599
24;4;2020;Week 17;73;3;Bulgaria;BG;7000039;6,75710521
23;4;2020;Week 17;49;4;Bulgaria;BG;7000039;6,15710855
22;4;2020;Week 17;46;2;Bulgaria;BG;7000039;5,68568261
21;4;2020;Week 17;14;0;Bulgaria;BG;7000039;5,42854118
20;4;2020;Week 17;37;2;Bulgaria;BG;7000039;5,48568372
19;4;2020;Week 17;32;0;Bulgaria;BG;7000039;5,35711301
18;4;2020;Week 16;46;3;Bulgaria;BG;7000039;5,15711412
17;4;2020;Week 16;53;2;Bulgaria;BG;7000039;4,8999727
16;4;2020;Week 16;34;1;Bulgaria;BG;7000039;4,64283128
15;4;2020;Week 16;28;3;Bulgaria;BG;7000039;4,48568929
14;4;2020;Week 16;10;3;Bulgaria;BG;7000039;4,65711691
13;4;2020;Week 16;14;1;Bulgaria;BG;7000039;4,69997381
12;4;2020;Week 16;26;3;Bulgaria;BG;7000039;4,71425945
11;4;2020;Week 15;11;1;Bulgaria;BG;7000039;4,88568707
10;4;2020;Week 15;31;0;Bulgaria;BG;7000039;5,14282849
9;4;2020;Week 15;16;1;Bulgaria;BG;7000039;5,01425778
8;4;2020;Week 15;28;1;Bulgaria;BG;7000039;5,09997159
7;4;2020;Week 15;18;2;Bulgaria;BG;7000039;4,97140087
6;4;2020;Week 15;28;3;Bulgaria;BG;7000039;4,9428296
5;4;2020;Week 15;18;3;Bulgaria;BG;7000039;4,8571158
4;4;2020;Week 14;28;4;Bulgaria;BG;7000039;5,11425722
3;4;2020;Week 14;35;0;Bulgaria;BG;7000039;5,02854341
2;4;2020;Week 14;23;2;Bulgaria;BG;7000039;4,71425945
1;4;2020;Week 14;40;0;Bulgaria;BG;7000039;4,54283183
31;3;2020;Week 14;13;0;Bulgaria;BG;7000039;4,2428335
30;3;2020;Week 14;15;1;Bulgaria;BG;7000039;4,21426223
29;3;2020;Week 14;38;4;Bulgaria;BG;7000039;4,14283406
28;3;2020;Week 13;29;0;Bulgaria;BG;7000039;3,74283629
27;3;2020;Week 13;22;0;Bulgaria;BG;7000039;3,44283796
26;3;2020;Week 13;22;0;Bulgaria;BG;7000039;3,35712415
25;3;2020;Week 13;19;0;Bulgaria;BG;7000039;3,08569709
24;3;2020;Week 13;16;0;Bulgaria;BG;7000039;2,8428413
23;3;2020;Week 13;22;0;Bulgaria;BG;7000039;2,64284242
22;3;2020;Week 13;36;0;Bulgaria;BG;7000039;0
21;3;2020;Week 12;22;0;Bulgaria;BG;7000039;0
20;3;2020;Week 12;13;1;Bulgaria;BG;7000039;0
19;3;2020;Week 12;11;0;Bulgaria;BG;7000039;0
18;3;2020;Week 12;19;0;Bulgaria;BG;7000039;0
17;3;2020;Week 12;11;0;Bulgaria;BG;7000039;0
16;3;2020;Week 12;10;0;Bulgaria;BG;7000039;0
15;3;2020;Week 12;10;1;Bulgaria;BG;7000039;0
14;3;2020;Week 11;8;0;Bulgaria;BG;7000039;0
13;3;2020;Week 11;16;0;Bulgaria;BG;7000039;0
12;3;2020;Week 11;3;1;Bulgaria;BG;7000039;0
9;3;2020;Week 11;2;0;Bulgaria;BG;7000039;0
8;3;2020;Week 11;2;0;Bulgaria;BG;7000039;0
21;10;2020;Week 43;890;8;Croatia;HR;4076246;215,3697299
20;10;2020;Week 43;393;11;Croatia;HR;4076246;200,5767071
19;10;2020;Week 43;819;8;Croatia;HR;4076246;194,3209512
18;10;2020;Week 43;1096;10;Croatia;HR;4076246;180,5582882
17;10;2020;Week 42;1131;1;Croatia;HR;4076246;159,5831066
16;10;2020;Week 42;793;10;Croatia;HR;4076246;140,0062705
15;10;2020;Week 42;748;4;Croatia;HR;4076246;126,2926722
14;10;2020;Week 42;372;3;Croatia;HR;4076246;113,167851
13;10;2020;Week 42;181;3;Croatia;HR;4076246;107,3536779
